LANGUAGE,English,French,Italian,Spanish,German,Comment,,,,,
STRC_01,,

STRCN_00,Training,Training,Training,Training,Training, Name of the mission
STRM_Rcalltanks,"CHARLIE TO PAPA BEAR. SEND IN THE TANKS. OVER.",alpha
STRM_Rmoving,"CHARLIE IS MOVING. OVER.",charlie
STRM_Rcleared,"CHARLIE TO REINFORCEMENTS. BEACH IS CLEARED I REPEAT BEACH IS CLEARED. OVER.",charlie
STRM_Rintclear,CHARLIE TO PAPA BEAR. INTERSECTION IS SECURE. CHARLIE OUT.",charlie

STRM_Rwaypoint,"BRAVO TO CHARLIE. WERE AT THE WAYPOINT. PROCEEDING INTO INTERSECTION. OVER.",bravo

STRM_Rhqreply1,"PAPA BEAR TO CHARLIE. COPY THAT. TANKS ENROUTE. OVER.",hq
STRM_Rhqreply2,"PAPA BEAR TO CHARLIE. UNDERSTOOD, GOOD WORK OUT THERE. OVER.",hq
