LANGUAGE,English,French,Italian,Spanish,German,Comment,,,,,
STRC_01,,

STRCN_00,Training,Training,Training,Training,Training, Name of the mission
STRM_Reastdead,"ALPHA BLACK TO PAPA BEAR. ALL RUSSIANS ARE NEUTRALIZED. OVER.",alpha
STRM_Rcallext,"ALPHA TO BRAVO. WE ARE DONE HERE. COME TO PICK US UP. OVER.",alpha

STRM_Rinsert,"OKAY HERE WE GO ALPHA. GET READY FOR INSERTION, LANDING ZONE IN SIGHT. OVER.",bravo
STRM_Rgoodluck,"GOOD LUCK. GO BACK ME SOME RUSSIANS. BRAVO OUT.",bravo
STRM_Rextract,"BRAVO TO ALPHA. GET READY FOR EXTRACTION. OVER.",bravo

STRM_Rrtb,"PAPA BEAR TO ALPHA. ROGER. RETURN TO BASE. OVER.",hq
STRM_Rmcomplete,"PAPA BEAR TO ALPHA BLACK. WELCOME BACK. OVER.",hq

STRD_Rmissname,"Green Forge",missionname
STRL_Rload,"Assault in the valley",loadname
