LANGUAGE,English,French,Italian,Spanish,German,Comment,,,,,
STRC_01,,

STRCN_00,Training,Training,Training,Training,Training, Name of the mission
STRM_Rcallext,"ALPHA BLACK TO BRAVO BLACK. WE ARE IN THE LZ. ITS SAFE. COME TO PICK US UP. OVER.",alpha
STRM_Rscuds,"ALPHA BLACK TO PAPA BEAR. THREE SCUD LAUNCHERS HAVE BEEN NEUTRALIZED. OVER.",alpha

STRM_Rextract,"BRAVO TO ALPHA. GET READY FOR EXTRACTION. OVER.",bravo

STRM_Rhqscuds,"PAPA BEAR TO ALPHA BLACK. EXCELLENT WORK. NOW HEAD TO THE EXTRACT LZ. OVER.",hq
STRM_Rmcomplete,"PAPA BEAR TO ALPHA BLACK. WELCOME TO HOME. I HOPE YOU HAD SUCCESSFUL HUNT. OVER.",hq

STRD_Rmissname,"Scud Hunt Day 3",missionname
STRL_Rload,"Scud Hunt day 3, in the forest behind enemy lines",loadname
